AccountAge,MonthlyCharges,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,SupportTicketsPerMonth,WatchlistSize,TotalCharges_log,SubscriptionType_Premium,SubscriptionType_Standard,PaymentMethod_Credit card,PaymentMethod_Electronic check,PaymentMethod_Mailed check,PaperlessBilling_Yes,ContentType_Movies,ContentType_TV Shows,MultiDeviceAccess_Yes,DeviceRegistered_Mobile,DeviceRegistered_TV,DeviceRegistered_Tablet,GenrePreference_Comedy,GenrePreference_Drama,GenrePreference_Fantasy,GenrePreference_Sci-Fi,Gender_Male,ParentalControl_Yes
-0.5207477849849201,0.9264029930535924,-0.6116565802764501,-0.889974973198929,-0.8734971195507898,0.8754658366903254,-0.9806407772049456,0.22102146486377378,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.11218153576118318,0.12382473532555323,-1.0403689208864415,0.22769418840295988,1.731541395680237,-0.8424462281709145,-0.701286948700392,0.4360831132033017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.7920032081618216,-1.7913162914096654,0.8733298907752675,0.5721192412715527,0.4642253612435212,-0.8424462281709145,0.41612836531782205,-1.297096515709588,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.3231579760098843,0.7568874090173083,-0.11525282240605662,-0.858200471058133,1.0274769321042838,-0.4988638151986665,1.6732205935883129,0.33979954029767334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.3834369589380846,-1.8320696334059035,-1.1319515950587113,-0.4058363457722137,0.041786683097949334,-0.8424462281709145,0.2764514510655453,-0.4439038805269092,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.3345140545156244,0.49459200644721446,-0.8634899677108412,-0.558762657489071,0.6754447003163072,-0.4988638151986665,-1.3996715199617757,-1.1034693283777564,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.6492956004302912,0.9732455651725991,-0.008005695993513156,0.5528156973248021,-1.5775615831267429,-0.4988638151986665,0.13677453681326854,1.2826871304608614,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.3399108362003192,0.19940139987049227,0.06846430586266068,-1.0043823027170529,1.520322056607451,-1.1860286411431624,-0.5616100344481153,0.15237294986771935,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.15907388741571823,-0.8601514559619278,0.6675311236838378,1.49951522458789,1.309102717534665,-1.5296110541154104,0.8351591080746523,-0.14278375914067526,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.09879490448751792,1.8806647139775658,-0.2574044840221379,-0.37553386271178874,0.5346318076011165,0.8754658366903254,-0.142579291691285,0.7858720338624837,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
